GENE	08-12-12-13	08-19-02-10	08-19-02-30	08-19-02-46	08-19-02-61	08-31-08-91	08-36-03-25	09-7500806	10-01-02-27	12-7504462	12-7504652	12-7505054	12-7505220	12-7505446	AF210	AF41	AF72	AF90	A_fumigatus_v67-36	A_fumigatus_v67-37	Af293	Af65	Afu_1042-09	Afu_124-E11	Afu_166-E11	Afu_218-E11	Afu_257-E11	Afu_343-P-11	Afu_591-12	Afu_942-09	B5852	B5854	B5856	B5859	B5863	B5866	B5868	B6069	B6074	B6078	B6079	B6081	F11628	F12041	F12219	F12636	F12865	F13535	F13619	F13952	F14403	F14513G	F14532	F14946G	F15390	F15767	F15927	F16311	F17582	F17729	F17729W	F17764	F18085	F18149	F5211G	F7763	IFM_55369	IFM_58026	IFM_58029	IFM_58401	IFM_59056	IFM_59073	IFM_59355-1	IFM_59355-2	IFM_59356-1	IFM_59356-2	IFM_59356-3	IFM_59359	IFM_59361	IFM_59361-1	IFM_59361-2	IFM_59365	IFM_59777	IFM_60237	IFM_60514	IFM_61118	IFM_61407	IFM_61578	IFM_61610	IFM_62115	IFM_62516	NCPF-7811	NCPF-7816	NCPF-7820	NCPF-7822
AFUB_100710	1.1157	1.1377	1.1342	1.1114	1.1102	1.1544	1.0422	1.1384	1.0814	1.0635	1.0837	1.0515	1.0872	1.1503	1.0961	1.0258	0.9286	1.1147	0.9715	1.0793	1.0875	1.1251	1.1141	0.9887	1.0866	1.0306	1.0892	1.0855	0.9671	1.0113	1.0875	1.0213	1.0087	1.1047	1.1003	1.1327	0.9756	0.9670	1.0422	1.0610	1.0567	0.8294	1.0641	0.8510	1.0971	0.9964	0.9672	0.9371	0.9856	1.0005	0.9878	1.0578	0.9810	1.0243	0.8831	1.0751	1.1037	0.9719	1.0558	1.0236	0.9660	0.9183	1.0654	1.3409	0.9487	1.0158	0.9425	0.7682	1.3479	0.4964	1.0387	0.8480	1.0529	0.9470	0.7959	1.8472	1.2043	0.9425	0.9626	1.0296	1.2042	0.9588	1.0282	1.2594	1.1118	1.2684	1.1118	0.9025	1.2822	0.0000	1.0822	1.1355	1.2085	1.1447	1.1270
AFUB_100720	1.0938	1.0542	1.1495	1.1662	1.0619	1.0791	1.0411	1.0841	1.0851	1.0792	1.0887	1.1070	1.0433	1.0293	1.1310	1.0745	1.0663	1.0735	1.0719	1.1064	1.0950	1.0734	1.0248	1.0784	1.0800	1.0598	1.0631	1.0728	1.0257	1.0508	1.0630	1.0351	1.0598	0.9606	0.9840	1.0722	1.0260	1.0163	0.9855	1.0098	0.9835	1.0210	1.0056	1.0140	1.1331	1.0055	1.1070	1.0262	1.0202	1.0864	1.0616	1.0611	1.1245	0.9630	1.0741	1.0959	1.0544	1.1465	0.9782	1.0668	0.9634	1.0378	0.9908	1.1971	0.9261	1.0214	0.9692	1.0308	1.2507	0.8091	1.0202	1.1803	1.2293	1.0930	0.9929	1.0677	1.4471	0.9692	1.0460	1.1050	0.9480	0.7632	1.0564	1.0306	1.2504	1.2932	1.2504	1.2479	1.1551	0.4615	0.9679	1.0999	1.0515	1.1094	1.1620
AFUB_100730	1.0638	1.0231	1.0747	1.0278	1.0266	1.0036	1.0311	1.0424	1.0087	1.0468	1.0119	1.0234	1.0084	1.0219	1.0140	1.0591	1.0603	0.8696	1.0400	0.9682	1.0135	0.9720	0.8683	0.9709	0.9582	0.9816	0.9994	0.9844	0.9718	1.0011	0.7177	0.8058	0.7069	0.7874	0.7807	0.8513	0.7990	0.7682	0.7499	0.7760	0.7746	0.8590	0.9029	0.9803	1.0322	0.9514	0.9351	0.9599	0.9437	0.9879	0.9765	0.9783	1.0295	0.9332	1.0114	0.9197	0.8099	0.9942	0.9780	0.9811	0.9839	0.9588	0.9876	0.8203	0.8838	0.9579	1.0331	1.1788	0.9679	1.1695	0.9583	1.1990	0.8351	0.8565	0.8348	0.8124	1.1229	1.0331	1.1202	0.7600	0.8155	1.0250	0.9594	0.6494	1.1208	1.1710	1.1208	0.9164	1.0385	1.3846	1.3068	0.8216	0.8246	0.7856	0.8823
AFUB_100740	1.0267	1.0744	1.0682	1.1005	1.0448	1.0355	1.1064	1.0475	1.0445	1.1038	1.0020	1.0815	1.0677	1.0590	0.9877	1.0669	1.0608	0.8374	1.2420	1.0793	0.9819	0.9603	0.9421	1.0350	1.0215	1.0021	0.9469	1.0514	0.9875	1.0282	0.8887	0.8753	0.7789	0.9082	0.8738	0.9074	0.8327	0.8309	0.8078	0.9335	0.8765	0.8471	1.0134	0.8776	0.9114	0.9983	1.0781	1.0559	0.9594	1.0196	1.0383	0.9606	0.9764	0.9837	1.0900	1.0465	0.7827	0.9566	0.9644	0.9946	0.9612	0.9483	1.0035	0.8165	0.9417	0.9554	1.1439	1.0136	0.6726	1.4737	1.1864	1.1738	0.8581	1.0012	0.9293	0.5455	0.9964	1.1439	0.9971	0.6758	0.9014	1.4265	1.0834	0.7517	1.0456	0.9980	1.0456	1.0501	0.9578	5.3846	1.3928	0.9722	0.9234	0.8749	1.0674
AFUB_100750	0.9184	1.0805	1.0727	0.9962	0.9686	0.9909	1.0723	1.0459	1.0262	1.0398	1.0701	1.0671	0.9830	1.0208	0.7990	1.0185	1.0102	0.9036	0.8779	0.8001	1.0515	1.0261	0.9097	0.9681	1.0636	1.0224	1.0298	1.0765	0.9867	1.0568	0.7629	0.7540	0.7281	0.8508	0.8451	0.8175	0.8176	0.6931	0.6230	0.7299	0.6571	0.6225	0.8960	0.9581	0.9264	0.8497	0.9179	0.9789	0.9016	0.7987	0.9729	0.9456	0.9459	0.9018	0.9754	0.8948	0.8386	0.9818	0.8785	0.9536	0.8591	0.8975	0.8875	0.6319	0.8165	0.8497	0.8883	1.2626	0.8617	1.1038	1.2997	1.1679	0.9340	0.8898	0.9479	1.0077	1.2696	0.8883	0.9063	0.7489	0.8223	0.7721	1.1094	0.7823	0.9817	1.3976	0.9817	0.7493	1.0580	2.0000	0.7368	0.7611	0.7124	0.8337	1.0371
AFUB_100760	0.9708	1.0329	1.0989	1.0451	0.9936	0.9705	1.0427	1.0457	1.0198	1.0589	1.0450	1.0415	1.0227	1.0253	0.8678	0.9900	1.0699	0.7762	0.9886	0.9566	0.9893	0.9440	0.8465	0.9652	1.0080	0.9896	1.0337	1.0407	0.9915	1.0099	0.7051	0.7006	0.7140	0.7278	0.8266	0.7313	0.7450	0.7143	0.6822	0.7657	0.7788	0.7641	0.9380	1.0450	1.0601	0.8562	0.9447	0.8976	0.8937	0.9121	0.8956	0.9806	0.8839	0.9047	1.0268	0.9409	0.7402	0.8758	0.8965	0.9033	0.9041	0.8760	0.9068	0.7676	0.7556	0.8487	1.0179	1.0333	0.7770	1.1563	1.2327	1.0983	0.7975	0.7525	0.9170	0.5977	1.1039	1.0179	0.8913	0.6960	0.7955	0.8941	0.8805	0.5556	0.9450	1.1074	0.9450	0.9638	0.9457	3.0769	0.8845	0.8856	0.8166	0.7758	0.9354
AFUB_100770	1.1111	1.2077	1.2058	1.1515	1.1004	1.1777	1.1074	1.1770	1.1468	1.1798	1.2578	1.1246	1.0727	1.1487	1.0396	0.9498	1.0122	1.1199	1.0400	1.1409	1.1322	1.1652	1.2632	1.1270	1.1319	1.1341	1.1641	1.1186	1.0835	1.1271	1.1634	1.0914	1.2264	1.1473	1.0566	1.2118	1.0299	1.0557	1.0751	1.1055	1.1954	1.0750	1.0153	1.0863	1.1391	0.9463	1.1088	1.1997	1.0422	1.2182	1.1550	0.9459	0.9800	1.1062	0.9633	1.1283	0.9203	1.0578	1.0707	1.0358	1.1255	0.8988	0.9168	0.8969	0.9481	0.9763	1.2460	0.5845	1.0633	0.7888	0.9966	1.1779	0.8650	0.9440	0.9912	1.1799	0.9733	1.2460	0.8551	1.0492	1.1712	0.7235	0.8095	0.8851	1.0747	0.8390	1.0747	1.3343	0.9541	0.0000	1.0141	1.3353	1.2807	1.1904	1.2280
AFUB_100780	1.0490	1.0173	1.0822	1.0256	1.0402	1.0785	1.0277	1.0727	1.0009	1.0173	1.0155	1.0680	0.9899	1.0786	1.0051	1.0421	1.0433	0.9353	0.9692	0.8828	1.0281	1.0233	0.9269	1.0170	1.0263	1.0236	1.0014	1.0229	1.0358	1.0251	0.8085	0.8076	0.8537	0.8483	0.8419	0.8554	0.8205	0.7944	0.8094	0.8827	0.8404	0.8215	0.8941	0.9419	1.0343	0.9462	0.9383	0.9281	0.9686	0.9599	0.9484	0.9517	0.9735	0.9372	0.9585	0.9063	0.9224	0.9860	1.0184	0.9134	0.9361	1.0230	0.9840	0.8089	0.8935	0.9593	0.8818	0.9605	0.8858	1.2076	1.0017	1.2129	1.2515	0.9994	1.0062	1.0097	1.2049	0.8818	1.0155	0.7567	0.8531	0.8941	0.9921	0.7960	1.2393	1.3260	1.2393	1.0850	0.8871	1.2308	0.9897	0.8684	0.9046	0.7709	0.9130
AFUB_100790	0.9738	0.9968	1.0063	1.0411	0.9743	0.9821	1.0011	1.0045	0.9544	1.0246	0.9967	1.0274	0.9911	0.9825	0.9744	1.0494	0.9947	0.9394	1.0091	1.0108	0.9733	0.9077	0.7516	0.9960	0.9662	0.9626	0.9711	1.0237	0.9676	0.9987	0.7391	0.7438	0.7018	0.7521	0.8057	0.7946	0.7823	0.7020	0.7234	0.8035	0.8412	0.8783	0.8608	0.9978	0.9900	0.8792	0.9112	0.9283	0.9411	0.9505	0.9714	0.9000	0.9673	0.9478	1.0321	0.9424	0.9881	0.9620	0.9313	0.9833	0.8920	0.9885	0.9349	0.9805	0.8821	0.9251	1.1310	1.2441	0.9313	1.1504	1.0349	1.1911	0.9064	0.9544	1.0345	0.8685	0.9258	1.1310	1.1311	0.7501	0.8907	1.0647	1.0079	0.8234	1.1476	1.2664	1.1476	1.1560	1.0812	0.8462	1.1540	0.7667	0.7540	0.7061	0.8887
AFUB_100800	1.0634	1.0702	1.0883	1.0912	1.0736	1.0194	1.1263	1.0962	1.0565	1.0402	1.0700	1.0324	1.0684	1.0529	1.0591	1.1242	1.0695	1.1050	1.0479	1.1037	1.0568	1.0303	1.0173	1.0232	1.0288	1.0001	1.0682	1.0295	1.0030	1.0482	0.9856	0.9826	0.9052	0.9931	0.9449	0.9867	0.9746	0.9083	0.9729	0.9772	0.9950	1.0023	1.1102	0.9390	1.0943	1.0331	1.0093	1.1229	1.0160	1.0647	0.9873	1.0494	0.9782	1.0312	1.0995	0.9799	1.1135	0.9821	1.0462	1.1140	0.9277	1.0666	1.0239	1.1965	0.9318	0.9839	0.9986	1.0419	0.8368	0.9773	0.9655	1.2883	1.0514	1.0302	0.8074	1.0135	1.0701	0.9986	0.9896	0.6927	0.8959	0.8824	1.0913	0.6484	1.0635	1.0010	1.0635	1.0864	0.8708	0.6154	1.2041	1.1042	1.1112	0.9789	1.1020
AFUB_100810	0.9903	1.0637	1.0788	1.0409	1.0059	0.9673	0.9949	0.9380	0.9465	1.0528	1.0517	0.9997	1.0122	1.0169	1.0424	1.1080	1.1027	1.0818	1.2500	1.1409	0.9403	0.9702	1.0246	1.0364	0.9780	1.0324	1.0292	0.9613	1.0474	0.9975	0.9379	0.9056	0.9213	0.8445	0.7993	0.8952	0.8545	0.8330	0.8435	0.9311	0.9094	0.8852	0.8200	1.0058	0.9547	0.9451	0.9233	1.0495	1.0390	1.0048	1.0543	0.9209	0.9433	0.9194	1.0261	0.9197	1.0434	0.9198	1.0241	1.0527	0.8922	0.8890	0.9889	1.0999	0.8655	1.0617	0.7986	0.5351	0.9072	1.3663	0.9171	1.0481	0.8788	0.8097	1.0186	0.9884	0.9056	0.7986	0.7844	0.7839	0.8362	0.7044	1.4363	0.8339	1.3220	1.1193	1.3220	0.8733	1.0949	2.1538	0.4673	0.9849	1.0388	1.0746	0.9943
AFUB_100820	1.0842	1.0344	1.0196	1.0298	1.0365	1.0172	1.0573	1.0134	1.0636	1.0070	1.0344	1.0381	1.0236	1.0067	1.0657	1.1096	0.9892	1.0689	0.9829	1.0705	1.0248	1.0418	1.0283	1.0069	1.0184	0.9963	1.0210	1.0114	1.0494	1.0322	0.9605	0.9568	0.9764	0.9562	0.9722	0.9981	0.9823	0.8799	0.9239	1.0067	1.0219	1.0978	1.0470	1.1126	1.0100	0.9966	1.0178	0.9496	1.0023	0.9877	1.0141	0.9806	1.0305	0.9908	1.0557	0.9922	0.9710	1.0041	1.0090	1.0373	0.9916	0.9566	1.0123	0.9207	0.9546	0.9768	1.0400	1.0370	1.0455	0.6384	1.0838	1.0841	1.0859	1.0031	0.9311	1.2302	1.0048	1.0400	1.0357	0.8814	0.8593	1.0015	0.8929	0.8281	1.1798	0.7555	1.1798	1.2953	1.0554	0.6154	0.8832	0.9887	0.9638	0.8479	1.0517
AFUB_100830	1.1651	1.1480	1.1463	1.1134	1.1319	1.0359	1.0940	1.1429	1.0785	1.0482	1.1235	1.0554	1.1072	1.0931	0.9808	0.9249	0.9996	0.9319	1.0616	1.0203	1.1072	1.0770	1.0376	1.0498	1.1035	1.0519	1.0866	1.0100	0.9664	1.0387	0.7938	0.9883	0.9186	0.8975	0.8866	0.9430	0.9110	0.8705	0.9403	0.9780	1.0337	1.0165	0.9514	1.1452	0.9223	0.9199	0.9051	1.1444	0.9341	1.0294	1.0379	1.0385	0.9846	1.2142	0.8745	1.0673	0.9395	1.0398	1.0535	1.1467	1.0847	0.9975	1.0721	0.6618	0.9822	1.0278	1.1687	1.0123	0.4790	1.0955	0.9912	1.2250	0.5322	1.1607	1.2376	0.1586	0.5534	1.1687	0.9603	0.7015	0.8417	0.9721	1.0879	0.5967	0.9705	0.5278	0.9705	0.7145	1.0591	0.0000	0.5789	0.8990	1.0158	1.1384	0.9026
AFUB_100840	0.9936	1.0108	1.0262	0.9952	1.0066	0.9912	1.0013	0.9662	0.9950	0.9891	0.9757	0.9950	1.0205	0.9504	0.9892	1.0496	1.0217	0.8729	1.0491	0.9607	0.9564	0.9816	0.8854	0.9897	0.9775	1.0024	0.9347	1.0023	0.9774	1.0137	0.7675	0.7737	0.7532	0.8675	0.8440	0.8731	0.7807	0.7850	0.7592	0.7783	0.7697	0.8226	0.9275	0.8993	0.9422	0.9003	0.9237	0.9663	0.9385	0.9107	0.9982	0.9561	0.9757	0.8984	1.0430	0.9702	0.8552	0.9172	0.9456	0.9611	0.9753	0.9821	0.9733	0.7742	0.8631	0.9331	0.9839	1.3046	0.9313	0.8282	0.9916	1.1713	0.8183	0.7888	0.9355	0.8627	0.9080	0.9839	1.1685	0.7582	0.8004	1.0824	1.0552	0.7111	1.0666	0.8072	1.0666	1.0139	1.0011	1.3077	1.0937	0.8139	0.8205	0.8356	0.9383
AFUB_100850	0.8951	0.9735	0.9910	0.9412	0.8841	0.9236	0.9479	0.8957	0.8750	0.9366	0.8710	0.9057	0.9409	0.9150	0.9374	0.9592	0.9854	0.7103	1.1975	0.9526	0.9412	0.8743	0.7101	0.8766	0.8978	0.9022	0.9224	0.9103	0.9352	0.9120	0.5950	0.6392	0.6279	0.7268	0.7442	0.7672	0.7312	0.6899	0.6852	0.6929	0.7650	0.7834	0.7839	0.8945	1.0246	0.8506	0.8323	0.8935	0.8688	0.9788	0.9810	0.9674	0.8690	0.9267	1.0142	0.8438	0.7996	0.9326	1.0011	0.8704	0.8986	0.9109	1.0121	0.5879	0.8439	0.9266	0.9522	1.2540	1.0107	0.8556	1.1136	1.1578	1.0491	0.8350	1.0345	0.5551	1.2150	0.9522	1.0506	0.8379	0.7930	0.6853	1.1184	0.5619	1.1489	1.0189	1.1489	1.2479	0.8766	2.8462	1.1694	0.6752	0.6405	0.6712	0.8437
AFUB_100860	1.0151	1.0514	1.0376	1.0097	0.9627	1.1119	0.9770	1.0862	0.9767	0.9321	1.0131	1.0261	0.9704	0.9824	1.0980	1.0388	1.0368	0.9809	1.0537	1.0772	0.9113	0.9863	0.9418	0.9558	0.9455	0.9611	0.9762	0.9438	0.9868	1.1097	0.8229	0.9029	0.8651	0.9000	0.8831	0.9356	0.8141	0.8799	0.7656	0.8984	0.8415	0.8886	0.9595	0.9659	1.1410	0.8957	0.9429	0.9373	0.9110	1.0229	0.9850	0.9872	1.0199	0.8711	1.0913	0.9409	1.1093	1.0143	0.9366	1.0805	0.9731	0.9507	1.0479	1.1672	0.8937	0.9620	0.8253	1.2762	1.3747	1.1647	0.9453	0.9685	1.2385	0.8140	0.8207	0.9110	1.5600	0.8253	1.1231	0.9647	0.9489	0.6838	1.3472	0.9125	1.0863	1.2753	1.0863	1.0641	1.0765	0.6154	1.3415	0.9089	0.9405	0.8165	1.0139
